genes	v3_locus
GRMZM2G137139	pco122820
GRMZM2G137151	dxs1
GRMZM2G137236	cl584_1(3)
GRMZM2G137289	mads55
GRMZM2G137312	nad4
GRMZM2G137329	umc1177
GRMZM2G137341	ereb16
GRMZM2G137352	remo2
GRMZM2G137358	bhlh17
GRMZM2G137366	met7
GRMZM2G137367	iaa1
GRMZM2G137374	bhlh49
GRMZM2G137380	bhlh50
GRMZM2G137387	mads20
GRMZM2G137409	lw2
GRMZM2G137413	arftf14
GRMZM2G137421	npf6
GRMZM2G137495	pco112909b
GRMZM2G137498	pcrf2
GRMZM2G137502	dof36
GRMZM2G137510	mads34
GRMZM2G137532	bzip82
GRMZM2G137535	lic2
GRMZM2G137541	bhlh151
GRMZM2G137546	zar3
GRMZM2G137558	umc1497
GRMZM2G137569	umc2316
GRMZM2G137582	ebf1
GRMZM2G137676	pme5
GRMZM2G137694	umc1447
GRMZM2G137696	pco086874
GRMZM2G137715	hagtf40
GRMZM2G137751	cbl12
GRMZM2G137802	wrky68
GRMZM2G137839	apx3
GRMZM2G137849	pco089012
GRMZM2G137868	pco084394
GRMZM2G137869	ofp37
GRMZM2G137930	pza02948
GRMZM2G137954	sweet4c
GRMZM2G137959	meg4
GRMZM2G137961	hagtf17
GRMZM2G137965	rbap2
GRMZM2G137968	pco139890
GRMZM2G138008	cyp17
GRMZM2G138060	su1
GRMZM2G138074	magi100417
GRMZM2G138097	umc2262
GRMZM2G138125	GRMZM2G138125
GRMZM2G138152	rboh2
GRMZM2G138230	pco061645
GRMZM2G138248	cyp9
GRMZM2G138258	AY112215
GRMZM2G138268	iaa10
GRMZM2G138330	tlc3
GRMZM2G138340	bzip29
GRMZM2G138370	vq50
GRMZM2G138396	ereb211
GRMZM2G138419	pco100840
GRMZM2G138421	sbp6
GRMZM2G138425	TIDP2682
GRMZM2G138427	myb17
GRMZM2G138455	dof40
GRMZM2G138468	amya3
GRMZM2G138527	umc2299
GRMZM2G138589	IDP2462
GRMZM2G138632	si946009c04a
GRMZM2G138659	umc1380
GRMZM2G138676	gpm645
GRMZM2G138683	wrky11
GRMZM2G138689	gz50
GRMZM2G138698	pap16
GRMZM2G138727	zp27
GRMZM2G138756	pap17
GRMZM2G138800	csu690
GRMZM2G138814	snrk1a3
GRMZM2G138840	pco132911
GRMZM2G138861	snrkII8
GRMZM2G138886	cyc8
GRMZM2G138907	gpm480
GRMZM2G138936	bnl7.65
GRMZM2G138967	gata17
GRMZM2G138976	arid4
GRMZM2G138999	pmei25
GRMZM2G139024	e2f18
GRMZM2G139031	ogg1
GRMZM2G139041	AY110160
GRMZM2G139073	si1
GRMZM2G139082	hscf1
GRMZM2G139093	pco100198
GRMZM2G139123	raf2
GRMZM2G139160	mrpi1
GRMZM2G139174	mybr57
GRMZM2G139210	AY107911
GRMZM2G139223	AY110053
GRMZM2G139250	pco116267
GRMZM2G139284	myb70
GRMZM2G139300	incw1
GRMZM2G139372	bhlh51
GRMZM2G139374	umc1673
GRMZM2G139441	morf1
GRMZM2G139460	GRMZM2G139460
GRMZM2G139462	cl5001_1a
GRMZM2G139467	cyp20
GRMZM2G139533	TIDP2941
GRMZM2G139535	hsftf21
GRMZM2G139621	cl33552_1
GRMZM2G139639	pht11
GRMZM2G139643	cl3001_1b
GRMZM2G139688	myb138
GRMZM2G139695	cl4255_1
GRMZM2G139700	nactf84
GRMZM2G139710	sdg113
GRMZM2G139740	ereb32
GRMZM2G139760	mybr61
GRMZM2G139765	ereb76
GRMZM2G139786	gl6
GRMZM2G139797	php20719a
GRMZM2G139811	GRMZM2G139811
GRMZM2G139813	tat1
GRMZM2G139815	wrky37
GRMZM2G139822	mgt9
GRMZM2G139846	nbr1b
GRMZM2G139852	srl5
GRMZM2G139858	magi72283
GRMZM2G139880	umc1821
GRMZM2G139894	mcm7
GRMZM2G139931	hak14
GRMZM2G139963	hb102
GRMZM2G139973	AI812156
GRMZM2G140016	yy1
GRMZM2G140032	smr11
GRMZM2G140051	nfa101a
GRMZM2G140070	cl18199_-2
GRMZM2G140078	trpp2
GRMZM2G140083	wox3b
GRMZM2G140085	gras24
GRMZM2G140094	gras13
GRMZM2G140095	si606018d05
GRMZM2G140101	phys1
GRMZM2G140107	sps2
GRMZM2G140156	arid2
GRMZM2G140201	AY107018
GRMZM2G140288	prh2
GRMZM2G140302	esr3
GRMZM2G140328	GRMZM2G140328
GRMZM2G140342	cl10049_-2
GRMZM2G140352	cl8663_2c
GRMZM2G140355	bzip80
GRMZM2G140524	jmj9
GRMZM2G140527	lac10
GRMZM2G140545	AY105971
GRMZM2G140577	sdg105
GRMZM2G140590	AW231791
GRMZM2G140612	cl17814_1
GRMZM2G140633	asc1
GRMZM2G140651	pco127689(449)
GRMZM2G140667	apx2
GRMZM2G140669	gata3
GRMZM2G140694	dof29
GRMZM2G140737	vpsh26
GRMZM2G140739	cl20369_1
GRMZM2G140758	pco129709
GRMZM2G140805	umc2162
GRMZM2G140811	pld11
GRMZM2G140832	sly1
GRMZM2G140867	pco138078
GRMZM2G140885	npi114a
GRMZM2G140893	pmt2
GRMZM2G140901	nactf51
GRMZM2G140994	umc2693
GRMZM2G140998	gpm453
GRMZM2G141009	uck1
GRMZM2G141026	si614021b09a
GRMZM2G141034	mstr2
GRMZM2G141071	propep5
GRMZM2G141081	tom3
GRMZM2G141084	umc2131
GRMZM2G141133	propep4
GRMZM2G141150	csd3
GRMZM2G141202	ppr360
GRMZM2G141205	iaa29
GRMZM2G141208	AY110873
GRMZM2G141219	ereb143
GRMZM2G141222	pco149266
GRMZM2G141273	gpm121
GRMZM2G141299	wrky103
GRMZM2G141325	cl98_-1
GRMZM2G141382	pyl6
GRMZM2G141383	yuc4
GRMZM2G141386	rrm1
GRMZM2G141399	du1
GRMZM2G141473	ao4
GRMZM2G141526	cnr4
GRMZM2G141535	ao1
GRMZM2G141584	pap18
GRMZM2G141596	mmp142
GRMZM2G141638	ereb53
GRMZM2G141679	ereb109
GRMZM2G141704	cap2
GRMZM2G141707	pco085001
GRMZM2G141756	pebp7
GRMZM2G141760	pza02478
GRMZM2G141792	ros1
GRMZM2G141799	AY110052
GRMZM2G141810	tar3
GRMZM2G141818	ago104
GRMZM2G141848	aprl6
GRMZM2G141858	pco137523
GRMZM2G141922	IDP689
GRMZM2G141925	gpm885
GRMZM2G141931	shpl2
GRMZM2G141955	yab11
GRMZM2G142030	pco130312
GRMZM2G142072	pza00285
GRMZM2G142150	mterf25
GRMZM2G142179	ereb50
GRMZM2G142344	cl42326_1
GRMZM2G142409	AI665898
GRMZM2G142557	cl776_1
GRMZM2G142661	si614064h02
GRMZM2G142685	xgt1
GRMZM2G142693	cal6
GRMZM2G142705	gar3
GRMZM2G142718	dof41
GRMZM2G142735	cl54126_1
GRMZM2G142740	cfm4
GRMZM2G142751	tcptf10
GRMZM2G142768	iaa18
GRMZM2G142802	pco156628
GRMZM2G142832	umc1045
GRMZM2G142863	ogdh1
GRMZM2G142870	mrpa6
GRMZM2G142873	o5
GRMZM2G142891	salt1
GRMZM2G142898	cesa12
GRMZM2G142922	si605088g03
GRMZM2G142932	bhlh80
GRMZM2G142962	hb129
GRMZM2G142964	jmj1
GRMZM2G142999	abi38
GRMZM2G143008	als2
GRMZM2G143046	myb100
GRMZM2G143202	cyp14
GRMZM2G143204	wrky30
GRMZM2G143205	camta1
GRMZM2G143211	atg18d
GRMZM2G143213	pco133105g
GRMZM2G143234	pco133953a
GRMZM2G143235	umc1886
GRMZM2G143274	myb76
GRMZM2G143328	myb53
GRMZM2G143352	iaa44
GRMZM2G143354	cop1
GRMZM2G143356	npi254b
GRMZM2G143357	als1
GRMZM2G143389	fax2
GRMZM2G143392	sig2A
GRMZM2G143402	zim34
GRMZM2G143433	gras17
GRMZM2G143443	pco125396b
GRMZM2G143445	atg11a
GRMZM2G143450	mmp110
GRMZM2G143469	ohp3
GRMZM2G143499	umc2203
GRMZM2G143512	hma10
GRMZM2G143525	cl10665_1
GRMZM2G143590	zyp1
GRMZM2G143602	cka1
GRMZM2G143625	sacd3
GRMZM2G143627	IDP217
GRMZM2G143640	mybr55
GRMZM2G143651	si946088d04
GRMZM2G143703	bnlg2295
GRMZM2G143718	dbb10
GRMZM2G143725	IDP2556
GRMZM2G143765	wrky62
GRMZM2G143767	cl29192_1
GRMZM2G143782	mab23
GRMZM2G143788	gpm537
GRMZM2G143817	der3
GRMZM2G143883	si606042h11b
GRMZM2G143917	hcf244
GRMZM2G143955	pzb00752
GRMZM2G144002	agpll2
GRMZM2G144008	ras11B2
GRMZM2G144020	IDP122
GRMZM2G144024	smr2
GRMZM2G144030	tif5A
GRMZM2G144081	bt1
GRMZM2G144083	hma5
GRMZM2G144101	gpm319
GRMZM2G144109	umc1325
GRMZM2G144155	erd3
GRMZM2G144166	tel2
GRMZM2G144172	dof33
GRMZM2G144180	umc1049
GRMZM2G144188	dof31
GRMZM2G144196	sig6
GRMZM2G144273	crti3
GRMZM2G144275	bhlh136
GRMZM2G144346	col2
GRMZM2G144372	pco086635(414)
GRMZM2G144387	magi53573
GRMZM2G144398	hmg5
GRMZM2G144403	cdo328
GRMZM2G144480	bzip16
GRMZM2G144504	si687016e08
GRMZM2G144581	sweet4b
GRMZM2G144610	endo1
GRMZM2G144615	uaz277(201)
GRMZM2G144645	cchh7
GRMZM2G144648	pco106247
GRMZM2G144653	trh2
GRMZM2G144726	umc1159
GRMZM2G144730	pyk3
GRMZM2G144744	d8
GRMZM2G144782	IDP190
GRMZM2G144821	mha1
GRMZM2G144857	kelp3
GRMZM2G144873	pco090908
GRMZM2G144995	pco078604
GRMZM2G145029	ippi2
GRMZM2G145034	cl549_1a
GRMZM2G145041	mybr96
GRMZM2G145069	gst34
GRMZM2G145088	umc1870
GRMZM2G145101	cah5
GRMZM2G145104	GRMZM2G145104
GRMZM2G145107	sut4
GRMZM2G145146	bhlh107
GRMZM2G145152	GRMZM2G145152
GRMZM2G145201	rdr6
GRMZM2G145236	sro5
GRMZM2G145280	bbc1
GRMZM2G145390	pco097656a
GRMZM2G145407	zim33
GRMZM2G145412	zim18
GRMZM2G145444	myb50
GRMZM2G145451	pco092896
GRMZM2G145458	zim3
GRMZM2G145461	chn2
GRMZM2G145466	meg14
GRMZM2G145500	pco147781
GRMZM2G145518	GRMZM2G145518
GRMZM2G145554	wrky28
GRMZM2G145568	lbd41
GRMZM2G145573	umc1470
GRMZM2G145579	bhlh165
GRMZM2G145594	bsdtf6
GRMZM2G145651	mmc0401
GRMZM2G145690	hb71
GRMZM2G145715	pgd2
GRMZM2G145720	bak1
GRMZM2G145725	AY109715
GRMZM2G145753	umc2269
GRMZM2G145758	anph1
GRMZM2G145794	mgt4
GRMZM2G145814	Zm00001d042183
GRMZM2G145854	cdo122b(nad)
GRMZM2G145870	igps3
GRMZM2G145895	pco074056(159)
GRMZM2G145944	pld12
GRMZM2G145951	AY107128
GRMZM2G145968	nfd102
GRMZM2G145972	pco125920
GRMZM2G145974	Zm00001d034027
GRMZM2G146018	gras5
GRMZM2G146020	bzip8
GRMZM2G146028	ereb8
GRMZM2G146097	cl9439_1
GRMZM2G146111	cl3064_1
GRMZM2G146115	AY105746
GRMZM2G146118	pco128622
GRMZM2G146140	hak13
GRMZM2G146152	lac2
GRMZM2G146158	pza00818
GRMZM2G146206	tpi5
GRMZM2G146207	pco063627
GRMZM2G146219	TIDP3268
GRMZM2G146246	gst4
GRMZM2G146280	atg18b
GRMZM2G146283	pbf1
GRMZM2G146286	cadtfr11
GRMZM2G146292	pco061809
GRMZM2G146374	uce8
GRMZM2G146380	nactf30
GRMZM2G146416	cl31766_1
GRMZM2G146475	gst28
GRMZM2G146490	si687009g07
GRMZM2G146502	rcph2
GRMZM2G146514	c3h11
GRMZM2G146551	expb1
GRMZM2G146614	bbx17
GRMZM2G146627	tip4c
GRMZM2G146644	cko1
GRMZM2G146665	burp7
GRMZM2G146670	vdac1b
GRMZM2G146677	got3
GRMZM2G146688	ereb41
GRMZM2G146697	pco107491a
GRMZM2G146754	aldh11
GRMZM2G146786	IDP2421
GRMZM2G146809	pco090777
GRMZM2G146818	IDP1437b
GRMZM2G146819	ptpn1
GRMZM2G146913	GRMZM2G146913
GRMZM2G146940	pco144169
GRMZM2G146965	sudh12
GRMZM2G147014	dhn15
GRMZM2G147051	pco077003
GRMZM2G147145	pco130820
GRMZM2G147152	mybr73
GRMZM2G147191	ufg54
GRMZM2G147226	GRMZM2G147226
GRMZM2G147243	iaa28
GRMZM2G147266	fer2
GRMZM2G147346	myb121
GRMZM2G147377	rz567a(klc)
GRMZM2G147390	csu948
GRMZM2G147402	pco137944
GRMZM2G147418	cl23538_1a
GRMZM2G147422	umc56
GRMZM2G147424	sfb1
GRMZM2G147443	vq15
GRMZM2G147452	rz596b
GRMZM2G147619	sdg102
GRMZM2G147623	c3h10
GRMZM2G147683	php20646
GRMZM2G147685	o11
GRMZM2G147687	exg1
GRMZM2G147698	myb156
GRMZM2G147709	pco065335b
GRMZM2G147712	cadtfr3
GRMZM2G147716	mads67
GRMZM2G147721	fps2
GRMZM2G147726	TIDP2846
GRMZM2G147727	tms5
GRMZM2G147756	burp8
GRMZM2G147775	adf8
GRMZM2G147856	pco100106
GRMZM2G147867	nactf3
GRMZM2G147880	wrky113
GRMZM2G147882	csu329
GRMZM2G147884	pco118120
GRMZM2G147917	gpat2
GRMZM2G148022	tcptf29
GRMZM2G148074	hb78
GRMZM2G148087	wrky43
GRMZM2G148090	pco098770(707)
GRMZM2G148098	hb37
GRMZM2G148118	gpm871
GRMZM2G148130	pco120990
GRMZM2G148188	iaa15
GRMZM2G148200	vpp1
GRMZM2G148213	mab15
GRMZM2G148220	mads48
GRMZM2G148249	IDP1673
GRMZM2G148281	opr7
GRMZM2G148333	ereb202
GRMZM2G148374	mha7
GRMZM2G148404	umc2034
GRMZM2G148441	fnsii1
GRMZM2G148453	toc2
GRMZM2G148467	sbp21
GRMZM2G148506	e2f15
GRMZM2G148508	pco123247b
GRMZM2G148547	IDP1615
GRMZM2G148561	wrky94
GRMZM2G148626	dpold3c
GRMZM2G148648	pin7
GRMZM2G148693	zap1
GRMZM2G148702	si707015f08
GRMZM2G148723	mlkt1
GRMZM2G148744	rpl17c
GRMZM2G148769	umc2374
GRMZM2G148772	col18
GRMZM2G148810	alf1
GRMZM2G148864	IDP2483
GRMZM2G148881	IDP1628
GRMZM2G148896	tena2
GRMZM2G148924	fie2
GRMZM2G148925	psei7
GRMZM2G148930	si605009f09
GRMZM2G148937	bige1
GRMZM2G148940	farl14
GRMZM2G149040	bzip58
GRMZM2G149108	pco115798
GRMZM2G149132	dbptf3
GRMZM2G149150	bzip43
GRMZM2G149153	sdg108
GRMZM2G149184	pin3
GRMZM2G149219	wrky96
GRMZM2G149224	ufg43
GRMZM2G149238	tbp1
GRMZM2G149257	pco098394
GRMZM2G149265	AY110569
GRMZM2G149272	cl33662_1
GRMZM2G149277	GRMZM2G149277
GRMZM2G149281	pco123975
GRMZM2G149286	pco075430b
GRMZM2G149317	psy2
GRMZM2G149347	c3h3
GRMZM2G149414	pco090267
GRMZM2G149428	lhcb5
GRMZM2G149449	iaa31
GRMZM2G149481	aic3
GRMZM2G149543	TIDP3243
GRMZM2G149567	pco133857
GRMZM2G149580	si605047f11
GRMZM2G149587	phd42
GRMZM2G149590	thx33
GRMZM2G149636	kcs11
GRMZM2G149639	cl38374_1a
GRMZM2G149647	hsp26
GRMZM2G149683	wrky47
GRMZM2G149698	pco120044b
GRMZM2G149708	lug6
GRMZM2G149751	csu503(met)
GRMZM2G149756	ereb174
GRMZM2G149768	elfa2
GRMZM2G149847	ras8B1
GRMZM2G149869	def3
GRMZM2G149894	AY110248
GRMZM2G149903	si618046c10a
GRMZM2G149923	umi12
GRMZM2G149935	si605047e03
GRMZM2G149940	abi3
GRMZM2G149946	pco132322
GRMZM2G149952	aps1
GRMZM2G149958	myb133
GRMZM2G149979	si946013e11
GRMZM2G150014	cl16117_1
GRMZM2G150024	serk3
GRMZM2G150058	IDP65
GRMZM2G150187	cl9926_1
GRMZM2G150201	cl335_1
GRMZM2G150248	pao4
GRMZM2G150256	mir2
GRMZM2G150257	GRMZM2G150257
GRMZM2G150260	mybr41
GRMZM2G150262	c3h14
GRMZM2G150264	TIDP2711
GRMZM2G150276	mir1
GRMZM2G150295	grx1
GRMZM2G150319	gpm566c
GRMZM2G150323	pco126512b
GRMZM2G150327	bhlh111
GRMZM2G150348	hmg11
GRMZM2G150363	nced8
GRMZM2G150367	pco152469
GRMZM2G150383	pza02266
GRMZM2G150450	umc2273
GRMZM2G150471	pco079728(516)
GRMZM2G150474	gst15
GRMZM2G150485	pco112665
GRMZM2G150521	cl10007_1b
GRMZM2G150594	lbd42
GRMZM2G150608	fha7
GRMZM2G150616	vdac1a
GRMZM2G150656	ufg41
GRMZM2G150680	myb155
GRMZM2G150683	pco061688
GRMZM2G150724	cl6595_1b
GRMZM2G150762	hir2
GRMZM2G150796	iso3
GRMZM2G150823	ofp20
GRMZM2G150838	pco127654b
GRMZM2G150841	myb23
GRMZM2G150866	cl2746_1
GRMZM2G150876	AW065811
GRMZM2G150901	AY111500
GRMZM2G150906	rafs1
GRMZM2G150932	Zm00001d018440
GRMZM2G151021	bnlg108
GRMZM2G151041	odo1
GRMZM2G151044	trpp4
GRMZM2G151050	pco080763d
GRMZM2G151087	hcd1
GRMZM2G151193	elfa1
GRMZM2G151205	myb114
GRMZM2G151216	ptk3
GRMZM2G151223	hsf1
GRMZM2G151227	whp1
GRMZM2G151230	cnr2
GRMZM2G151252	pco066882b
GRMZM2G151266	hb65
GRMZM2G151295	bzip124
GRMZM2G151387	umc1492
GRMZM2G151406	hma9
GRMZM2G151407	wrky52
GRMZM2G151418	mlkp1
GRMZM2G151444	wrky45
GRMZM2G151519	zim35
GRMZM2G151521	tlc1
GRMZM2G151529	hcf106c
GRMZM2G151536	coi2
GRMZM2G151542	ereb80
GRMZM2G151653	cl14964_1
GRMZM2G151689	c3h18
GRMZM2G151706	pco137632
GRMZM2G151763	wrky95
GRMZM2G151811	eil6
GRMZM2G151826	pco099353
GRMZM2G151893	si606070a01b
GRMZM2G151903	php20626
GRMZM2G151909	vq42
GRMZM2G151934	limtf13
GRMZM2G151967	pco091084
GRMZM2G152007	pza02554
GRMZM2G152056	pco075707a
GRMZM2G152089	IDP183
GRMZM2G152105	csu43
GRMZM2G152127	pza00538
GRMZM2G152135	hyd3
GRMZM2G152141	pmei24
GRMZM2G152172	bzr9
GRMZM2G152177	IDP760
GRMZM2G152258	IDP610
GRMZM2G152319	mybr54
GRMZM2G152328	act5
GRMZM2G152354	ga2ox9
GRMZM2G152415	mads60
GRMZM2G152417	IDP708
GRMZM2G152436	AY110450
GRMZM2G152438	pco119600
GRMZM2G152447	pap19
GRMZM2G152457	pco140907
GRMZM2G152466	tua4
GRMZM2G152470	hmt3
GRMZM2G152477	pap20
GRMZM2G152526	umc1076
GRMZM2G152543	nactf55
GRMZM2G152549	pco147635a
GRMZM2G152552	IDP243
GRMZM2G152655	bap2
GRMZM2G152661	camta5
GRMZM2G152686	pco139502b
GRMZM2G152688	cl30719_1
GRMZM2G152689	pebp10
GRMZM2G152703	bnlg1118
GRMZM2G152757	dnp1
GRMZM2G152764	bnlg1046
GRMZM2G152774	cl912_1
GRMZM2G152777	php20854
GRMZM2G152796	iaa19
GRMZM2G152801	fls1
GRMZM2G152822	cadtfr14
GRMZM2G152827	mpt1
GRMZM2G152853	pco105903
GRMZM2G152862	zmm29
GRMZM2G152877	jmj17
GRMZM2G152889	mkkk63
GRMZM2G152891	cal3
GRMZM2G152908	sus1
GRMZM2G153075	fbl2
GRMZM2G153087	alf4
GRMZM2G153127	bnl8.15
GRMZM2G153138	umc1780
GRMZM2G153144	bzip14
GRMZM2G153150	rrb2
GRMZM2G153181	IDP703
GRMZM2G153206	umc1785
GRMZM2G153208	IDP820
GRMZM2G153233	arftf2
GRMZM2G153250	pco126290a
GRMZM2G153268	limtf6
GRMZM2G153274	gpx6
GRMZM2G153292	tua2
GRMZM2G153333	gras69
GRMZM2G153358	sweet1b
GRMZM2G153359	ga2ox4
GRMZM2G153368	GRMZM2G153368
GRMZM2G153369	pmpm2
GRMZM2G153393	ltk1
GRMZM2G153409	umc2592
GRMZM2G153434	GRMZM2G153434
GRMZM2G153454	bhlh90
GRMZM2G153476	umc1306
GRMZM2G153488	def4
GRMZM2G153541	elfa9
GRMZM2G153575	thx46
GRMZM2G153597	vq24
GRMZM2G153704	glct1
GRMZM2G153722	GRMZM2G153722
GRMZM2G153754	cpp1
GRMZM2G153792	polm3
GRMZM2G153924	pco119060
GRMZM2G153945	umc2568
GRMZM2G153999	gpm182
GRMZM2G154007	pco147721a
GRMZM2G154029	TIDP2890
GRMZM2G154090	pht2
GRMZM2G154093	IDP248
GRMZM2G154151	umc2510
GRMZM2G154169	gif2
GRMZM2G154178	expb4
GRMZM2G154182	nactf130
GRMZM2G154211	sfp4
GRMZM2G154218	elfa3
GRMZM2G154278	IDP144
GRMZM2G154316	cl59287_1
GRMZM2G154320	lbd10
GRMZM2G154397	sam2
GRMZM2G154414	cki8
GRMZM2G154437	mab10
GRMZM2G154460	npi611a
GRMZM2G154489	cdpk8
GRMZM2G154505	rz599b
GRMZM2G154508	csu31a
GRMZM2G154523	umc1509
GRMZM2G154532	cl16458_1
GRMZM2G154574	IDP1657
GRMZM2G154580	GRMZM2G154580
GRMZM2G154595	mdh2
GRMZM2G154621	CL4745_2
GRMZM2G154628	pip2d
GRMZM2G154641	hb48
GRMZM2G154648	csu928
GRMZM2G154725	si707103b11b
GRMZM2G154735	si603006c09
GRMZM2G154743	mmp163
GRMZM2G154828	umc2223
GRMZM2G154881	gpm842
GRMZM2G154890	mmp149b
GRMZM2G154936	pco098884
GRMZM2G154946	rmr1
GRMZM2G154954	grp3
GRMZM2G154960	si707034d10
GRMZM2G154987	pyl3
GRMZM2G155021	por1
GRMZM2G155043	bhlh28
GRMZM2G155073	aprl7
GRMZM2G155096	IDP1433
GRMZM2G155123	phd17
GRMZM2G155216	lhcb3
GRMZM2G155217	umc1961
GRMZM2G155242	mips1
GRMZM2G155252	gbptf13
GRMZM2G155253	AY110170
GRMZM2G155281	mde1
GRMZM2G155329	chi1
GRMZM2G155341	AY110167
GRMZM2G155348	glpdh1
GRMZM2G155370	IDP1459
GRMZM2G155502	aldh27
GRMZM2G155512	pco064740
GRMZM2G155525	cl21246_1a
GRMZM2G155543	IDP2392
GRMZM2G155580	pco135148
GRMZM2G155593	snrkII7
GRMZM2G155662	why1
GRMZM2G155686	ga2ox8
GRMZM2G155767	hk4
GRMZM2G155776	pco062309
GRMZM2G155816	nactf19
GRMZM2G155822	cal5
GRMZM2G155849	tir2
GRMZM2G155868	pco071634b
GRMZM2G155931	AY109477
GRMZM2G155954	pco155237
GRMZM2G155974	gshs2
GRMZM2G155980	farl3
GRMZM2G156006	ereb207
GRMZM2G156013	stk4
GRMZM2G156016	voz4
GRMZM2G156033	cl21009_1
GRMZM2G156035	pco142548
GRMZM2G156068	pco090977
GRMZM2G156079	pebp2
GRMZM2G156088	alf14
GRMZM2G156099	sert3
GRMZM2G156105	pza03536
GRMZM2G156127	GRMZM2G156127
GRMZM2G156129	phd21
GRMZM2G156158	cl37643_1
GRMZM2G156227	morf2
GRMZM2G156251	AY106948
GRMZM2G156255	ork1
GRMZM2G156296	hct11
GRMZM2G156307	si618024b05
GRMZM2G156320	umc2070
GRMZM2G156348	thx23
GRMZM2G156356	mex1
GRMZM2G156470	saur2
GRMZM2G156529	wrky13
GRMZM2G156565	cps1
GRMZM2G156575	ubl1
GRMZM2G156599	ys1
GRMZM2G156620	kcs18
GRMZM2G156621	sbp31
GRMZM2G156632	wip1
GRMZM2G156638	TIDP3424
GRMZM2G156673	rps5
GRMZM2G156712	opr3
GRMZM2G156713	phm9695
GRMZM2G156729	gpat3
GRMZM2G156737	ereb89
GRMZM2G156748	IDP628
GRMZM2G156756	sbp17
GRMZM2G156765	umc2059
GRMZM2G156785	hmg3
GRMZM2G156794	mn2
GRMZM2G156816	pco076728
GRMZM2G156848	pco107818
GRMZM2G156857	umc1627
GRMZM2G156861	lox1
GRMZM2G156877	gst8
GRMZM2G156910	jmj7
GRMZM2G156977	nactf22
GRMZM2G157007	rpl40
GRMZM2G157010	cl12107_1
GRMZM2G157019	nap1
GRMZM2G157027	pap21
GRMZM2G157034	AY109483
GRMZM2G157046	cl6091_1b
GRMZM2G157068	cdpk22
GRMZM2G157157	toc35
GRMZM2G157177	bzip115
GRMZM2G157218	bnlg1759a
GRMZM2G157219	thx1
GRMZM2G157241	GRMZM2G157241
GRMZM2G157247	GRMZM2G157247
GRMZM2G157263	fcr2
GRMZM2G157267	pco107217
GRMZM2G157306	mybr92
GRMZM2G157310	pco072227
GRMZM2G157313	GRMZM2G157313
GRMZM2G157332	PCO147505
GRMZM2G157369	abc1
GRMZM2G157422	vef101a
GRMZM2G157470	mbd115
GRMZM2G157510	cki3
GRMZM2G157564	pco109526
GRMZM2G157574	et1
GRMZM2G157589	met4
GRMZM2G157596	IDP148
GRMZM2G157598	pco113091
GRMZM2G157605	si946044e03
GRMZM2G157675	sweet6a
GRMZM2G157679	gras23
GRMZM2G157716	mterf30
GRMZM2G157722	bzip68
GRMZM2G157727	phyA1
GRMZM2G157729	pco122547b
GRMZM2G157817	xrcc3
GRMZM2G157820	mez1
GRMZM2G157825	pmei23
GRMZM2G157873	pmei22
GRMZM2G157878	cl40196_1a
GRMZM2G157927	c3h21
GRMZM2G157936	ho3
GRMZM2G158008	pld14
GRMZM2G158013	sfp6
GRMZM2G158021	pza02373
GRMZM2G158024	era1
GRMZM2G158034	rps13
GRMZM2G158043	zpu1
GRMZM2G158045	si660041h08b
GRMZM2G158062	GRMZM2G158062
GRMZM2G158083	hct5
GRMZM2G158117	mybr87
GRMZM2G158162	abi32
GRMZM2G158194	phd34
GRMZM2G158204	nactf83
GRMZM2G158232	hsp12
GRMZM2G158240	pme12
GRMZM2G158252	hk3
GRMZM2G158261	AY110640
GRMZM2G158277	AY111142
GRMZM2G158313	bzip89
GRMZM2G158328	wrky40
GRMZM2G158342	asg48a
GRMZM2G158394	kin1
GRMZM2G158403	hb40
GRMZM2G158452	ppr405
GRMZM2G158462	uaz7c01c01
GRMZM2G158489	pco144169
GRMZM2G158526	cenH3
GRMZM2G158562	pco074498b
GRMZM2G158593	cl57058_1b
GRMZM2G158657	ccd7
GRMZM2G158668	npi393
GRMZM2G158682	Zm00001d029842
GRMZM2G158700	myb145
GRMZM2G158717	voz2
GRMZM2G158734	dbptf4
GRMZM2G158809	pebp18
GRMZM2G158835	rnp1
GRMZM2G158838	TIDP3061
GRMZM2G158854	mterf20
GRMZM2G158872	cl3093_1
GRMZM2G158885	pco081417
GRMZM2G158918	alf11
GRMZM2G158976	vq6
GRMZM2G158998	asg7a
GRMZM2G159032	hdt103
GRMZM2G159034	pco131426
GRMZM2G159075	pht4
GRMZM2G159094	nactf14
GRMZM2G159119	glk4
GRMZM2G159125	pld8
GRMZM2G159134	bzip102
GRMZM2G159142	cl4689_1
GRMZM2G159149	AY112283
GRMZM2G159221	cl36156_1
GRMZM2G159285	iaa4
GRMZM2G159291	cl10169_-1
GRMZM2G159295	mgt5
GRMZM2G159357	hb99
GRMZM2G159369	pdi7
GRMZM2G159389	pco062587
GRMZM2G159393	yuc2
GRMZM2G159397	zmm6
GRMZM2G159399	arftf17
GRMZM2G159431	knox1
GRMZM2G159456	bhlh84
GRMZM2G159475	gras50
GRMZM2G159500	nactf29
GRMZM2G159503	GRMZM2G159503
GRMZM2G159535	aprl4
GRMZM2G159542	ami3
GRMZM2G159547	myb48
GRMZM2G159592	ereb49
